what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1501579409156
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1501579412031
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1501579412324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1501579414546
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1501579450175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579451663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579452322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579453224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579460941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1501579465184
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1501579467662
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1501579469697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579471425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579473140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579473858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579486524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1501579497520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579505132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579505900
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1501579507600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579509316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579537748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579539839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579609459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1501579610908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579616191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1501579618593
